event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN11337,2023/04/03,"2023","1",Strategic developments,Strategic developments,Disrupted weapons use,Police Forces of Kenya (2022-),,"1",Al Shabaab,,"2","12",,"404",Eastern Africa,Kenya,Garissa,Dadaab,Labisgale,Ifo Refugee Camp,0.11,40.3135,"1",Star (Kenya),National,"Defusal: On 3 April 2023, police officers defused an explosive placed by suspected Al Shabaab militants at Ifo Refugee Camp (Dadaab, Garissa).","0",,"1681739330"
KEN11327,2023/04/02,"2023","1",Political violence,Battles,Armed clash,Wardei Ethnic Militia (Kenya),,"4",Wailwana Ethnic Militia (Kenya),,"4","44",,"404",Eastern Africa,Kenya,Tana River,Bura,Madogo,Madogo,-0.4711,39.5952,"2","K24; NTV (Kenya)",New media-National,"On 2 April 2023, suspected Wardei and Wailwana pastoral communities clashed with one another in Vanga village near Madogo (Bura, Tana River) following the invasion of livestock in their homes One person was killed and several houses torched. Calm was restored after security officers intervened and arrested those engaging in looting of livestock.","1",,"1681225749"
KEN11326,2023/04/01,"2023","1",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Police Forces of Kenya (2022-),,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Loosuk,Pura,1.13,36.5278,"2","Daily Nation (Kenya); K24",National,"On 1 April 2023, more than eight-armed unidentified militia (described as bandits) attacked a security meeting attended by the Samburu governor and other leaders in Nolkera near Pura (Samburu Central, Samburu) before being repulsed by security agents (coded police). The leaders escaped unhurt during the incident. Casualties unknown.","0",,"1681225749"
KEN11362,2023/04/01,"2023","2",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,"2",Civilians (Kenya),Pastoralists (Kenya),"7","27",Civilian targeting,"404",Eastern Africa,Kenya,Garissa,Ijara,Ijara,Ijara,-1.5952,40.5144,"1",Star (Kenya),National,"Around 1 April 2023 (as reported), a suspected Al Shabaab explosive device detonated, injuring a herder in the Dadwesa area of Ijara (Ijara, Garissa) after the herder tinkered with it.","0",,"1681225749"
KEN11311,2023/03/31,"2023","2",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),"Women (Kenya); Pastoralists (Kenya)","7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Suguta Marmar,Longewan,0.858,36.5422,"1",Citizen (Kenya),National,"Around 31 March 2023 (as reported), suspected Pokot militia attacked and beat up a woman herder in Longewan (Samburu Central, Samburu) before driving away with unknown number of goats.","0",,"1680542328"
KEN11310,2023/03/29,"2023","2",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),,"4",Police Forces of Kenya (2022-),,"1","14",,"404",Eastern Africa,Kenya,Samburu,Samburu North,El Barta,Suyan,1.4425,36.8467,"2","Kenya Broadcasting Corporation; National Police Service-Kenya; Star (Kenya)",Other-National,"Around 29 March 2023 (as reported), unidentified militia (described as bandits) attacked and made away with 15 camels at Sulubei grazing fields near Suyan (Samburu North, Samburu) before being repulsed by police officers.","0",,"1680542328"
SOM39889,2023/03/29,"2023","1",Political violence,Battles,Armed clash,Al Shabaab,,"2",ATMIS: African Union Transition Mission in Somalia (2022-) (Kenya),,"8","28",,"706",Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hosingow,-0.1734,41.2695,"1",Calamada,National,"On 29 March 2023, overnight, Al Shabaab attacked ATMIS KDF troops at a base in Hosingow town (Badhaadhe, Lower Juba). There were no casualties. Al Shabaab claimed responsibility.","0",,"1680570816"
KEN11320,2023/03/29,"2023","2",Demonstrations,Protests,Peaceful protest,Protesters (Kenya),Fishers (Kenya),"6",,,"0","60",,"404",Eastern Africa,Kenya,Lamu,Lamu East,Faza,Mbwajumwali,-2.0774,41.134,"1","Citizen (Kenya); Twitter",New media-National,"Around 29 March 2023 (as reported), over 300 fishermen protested in Mbwajumwali (Lamu East, Lamu) against the move by the authorities to exclude them from land compensation, following the construction of Lamu port. The group demanded compensation.","0",crowd size=over 300,"1681225749"
KEN11260,2023/03/28,"2023","2",Strategic developments,Strategic developments,Change to group/activity,Police Forces of Kenya (2022-) National Police Reservists,,"1",,,"0","10",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"2",Daily Nation (Kenya),National,"Movement of forces: Around 28 March 2023 (as reported), at least 181 new national police reservists (NPRs) were deployed to Samburu west [coded as Maralal, Samburu Central, Samburu], following increased militia attacks.","0",,"1680542327"
KEN11294,2023/03/28,"2023","2",Strategic developments,Strategic developments,Non-violent transfer of territory,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),"4",,,"0","40",,"404",Eastern Africa,Kenya,Lamu,Lamu West,Witu,Witu,-2.3889,40.4382,"3",Star (Kenya),National,"Around 28 March 2023 (as reported), hundreds of unidentified herders (described as non-local herders from Tana River, Garissa, and neighboring counties) invaded various areas of Lamu county (coded as Witu, Lamu West, Lamu) in search of water and pasture for their livestock.","0",,"1680542328"
KEN11306,2023/03/28,"2023","1",Strategic developments,Strategic developments,Other,Government of Kenya (2022-),,"1",,,"0","10",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"2","Daily Nation (Kenya); Star (Kenya)",National,"Other: On 28 March 2023, Samburu west member of parliament issued a 3 day ultimatum to the government to address the insecurity challenges in Samburu (coded as Maralal, Samburu Central, Samburu), or she will lead a protest, following increased pastoral militia attacks.","0",,"1680542328"
KEN11297,2023/03/26,"2023","1",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,"2",Military Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Lamu,Lamu East,Kiunga,Kiunga,-1.741,41.492,"2",Calamada,Regional,"On 26 March 2023, an Al Shabaab remote-controlled explosive detonated, targeting military officers traveling to Kambooni from Kiunga (Lamu East, Lamu). Unknown number of officers were killed, and the vehicle destroyed during the incident. Al Shabaab claimed responsibility. Unknown fatalities coded as 3.","3",,"1680570816"
KEN11302,2023/03/25,"2023","2",Demonstrations,Protests,Peaceful protest,Protesters (Kenya),,"6",,,"0","60",,"404",Eastern Africa,Kenya,Samburu,Samburu East,Waso,Archers Post,0.644,37.6752,"2",Kenya Broadcasting Corporation,National,"Around 25 March 2023 (as reported), residents protested in lorumbae and lmisigioi villages (coded as Archers Post, Samburu East, Samburu) against increased insecurity, following the killing of three people by suspected pastoral militia (coded separately). The group demanded the security authorities to address their grievance.","0",crowd size=no report,"1680542328"
KEN11308,2023/03/25,"2023","2",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu East,Waso,Archers Post,0.644,37.6752,"2",Kenya Broadcasting Corporation,National,"Around 25 March 2023 (as reported), unidentified militia (described as bandits) shot and killed two people in Lorumbae village near Archers Post (Samburu East, Samburu). The motive of the attack remains unclear.","2",,"1680542328"
KEN11317,2023/03/25,"2023","2",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),,"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Maralal,Maralal,1.0968,36.698,"3",Kenya Broadcasting Corporation,National,"Around 25 March 2023 (as reported), unidentified militia (described as bandits) shot and killed one person before driving away with 180 herds of cattle in lmisigioi village (coded as Maralal, Samburu Central, Samburu).","1",,"1680542328"
KEN11222,2023/03/24,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu East,Waso,Archers Post,0.644,37.6752,"2",Citizen (Kenya),National,"On 24 March 2023, unidentified militia (described as bandits) shot and killed three herders at Lolurubai near Archers Post (Samburu East, Samburu) before driving away with 93 heads of cattle. The motive was allegedly due to a retaliatory attack.","3",,"1679931186"
KEN11261,2023/03/23,"2023","2",Strategic developments,Strategic developments,Looting/property destruction,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),,"7","47",,"404",Eastern Africa,Kenya,Samburu,Samburu North,El Barta,Baragoi,1.7833,36.7833,"2",Star (Kenya),National,"Looting: Around 23 March 2023 (as reported), suspected Pokot militia (described as coming from Baringo) raided Nookera village (coded as Baragoi, Samburu North, Samburu), before making away with about 80 goats and sheep.","0",,"1680542327"
KEN11225,2023/03/22,"2023","1",Political violence,Battles,Armed clash,Police Forces of Kenya (2022-),,"1",Unidentified Ethnic Militia (Kenya),,"4","14",,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Loosuk,Pura,1.13,36.5278,"2",Citizen (Kenya),National,"On 22 March 2023, an armed clash ensued between security officers (coded as police) and unidentified militia (described as livestock thieves) at Nkusoro village near Pura (Samburu Central, Samburu) after the militia raided and made away with 150 goats. Casualties unknown.","0",,"1679931186"
KEN11224,2023/03/22,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),"Pastoralists (Kenya); Government of Kenya (2022-)","7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Loosuk,Pura,1.13,36.5278,"2",Citizen (Kenya),National,"On 22 March 2023, an unidentified militia (described as cattle thieves) shot at three herders and the area assistant chief at Loosuk village (coded as Pura, Loosuk, Samburu Central, Samburu) before driving away with 100 livestock. The herders and the assistant chief escaped unhurt.","0",,"1680570815"
KEN11304,2023/03/21,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,"3",Star (Kenya),National,"On 21 March 2023, unidentified militia (described as rustlers) attempted to steal animals, before shooting and killing a herder in Eremiet location (coded to the county headquarters as Isiolo, Isiolo, Isiolo).","1",,"1680542328"
KEN11309,2023/03/20,"2023","1",Political violence,Battles,Armed clash,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),"4","44",,"404",Eastern Africa,Kenya,Samburu,Samburu North,Nachola,Marti,1.4771,36.7236,"1",Star (Kenya),National,"On 20 March 2023, unidentified militia (described as bandits) raided and killed 12 cows and made away with 30 others in Marti (Samburu North, Samburu) before being repulsed by the herders. One militant was killed during the incident.","1",,"1680542328"
KEN11314,2023/03/17,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),Labor Group (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,"2",Daily Nation (Kenya),National,"On 17 March 2023, unknown assailants (described as bandits) shot and injured a driver and two passengers while traveling from Marsabit town to Karare shopping center (coded as Marsabit, Saku, Marsabit). The motive of the attack remains unclear.","0",,"1680542328"
KEN11296,2023/03/17,"2023","1",Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,"2",Military Forces of Kenya (2022-),,"1","12",,"404",Eastern Africa,Kenya,Lamu,Lamu East,Kiunga,Kiunga,-1.741,41.492,"2",Calamada,Regional,"On 17 March 2023, an Al Shabaab remote-controlled explosive detonated, targeting military officers traveling between Shangaani and Kiyuunga areas of Lamu (coded as Kiunga, Lamu East, Lamu). Four officers were killed, three others injured and the vehicle destroyed during the incident. Al Shabaab claimed responsibility.","4",,"1680570816"
KEN11151,2023/03/16,"2023","1",Political violence,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Samburu,Samburu Central,Suguta Marmar,Longewan,0.858,36.5422,"1",Citizen (Kenya),National,"On 16 March 2023, overnight, suspected Pokot Militia shot and injured one person before making away with 150 goats in Longewan (Samburu Central, Samburu).","0",,"1679360328"
KEN11313,2023/03/16,"2023","1",Political violence,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,"4",Civilians (Kenya),Pastoralists (Kenya),"7","47",Civilian targeting,"404",Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,"1",Daily Nation (Kenya),National,"On 16 March 2023, unknown assailants (described as bandits) shot dead two herders before making away with unknown number of livestock in Marsabit forest (Saku, Marsabit).","2",,"1680542328"
KEN11139,2023/03/15,"2023","2",Demonstrations,Protests,Peaceful protest,Protesters (Kenya),Pastoralists (Kenya),"6",,,"0","60",,"404",Eastern Africa,Kenya,Lamu,Lamu West,Witu,Witu,-2.3889,40.4382,"2",Star (Kenya),National,"Around 15 March 2023 (as reported), a section of pastoralists protested against the lack of speed bumps on the Lamu-Witu-Garsen road (coded as Witu, Lamu West, Lamu) following increased accidents. Led by the Lamu pastoralist community spokesperson, the group demanded that the Kenya National Highways Authority (KeNHA) erect permanent speed bumps on the road.","0",crowd size=no report,"1679360328"
